,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Price category
7776,403500.0,1,1,700,5621,1,0,0,4,6,700,0,1945,0,98133,47.734,-122.353,1020,5621,High price
7777,585000.0,3,2,1700,1156,2,0,2,3,9,1320,380,2002,0,98119,47.6373,-122.369,1710,1686,Middle price
7778,216000.0,2,1,860,9000,1,0,0,4,6,860,0,1942,0,98168,47.4801,-122.315,990,9975,Low price
7779,1150000.0,3,2,3160,24437,1,0,3,3,11,2160,1000,1991,0,98006,47.5531,-122.131,3990,11977,High price
7780,575000.0,3,2,2500,30056,1,0,0,5,8,1840,660,1954,0,98166,47.4468,-122.337,2500,30000,Middle price
7781,430000.0,4,2,3000,9460,2,0,0,3,9,3000,0,2001,0,98031,47.3959,-122.211,3000,8450,High price
7782,660000.0,2,1,1670,8195,1,0,0,3,7,1670,0,1954,1975,98033,47.6627,-122.192,1980,7500,Middle price
7783,338000.0,2,1,690,6400,1,0,0,3,6,690,0,1943,0,98126,47.5287,-122.367,1000,6400,Low price
7784,400000.0,4,2,1240,3867,1,0,0,3,7,800,440,1987,0,98125,47.7157,-122.284,1150,7733,High price
7785,210000.0,2,1,900,5000,1,0,0,5,6,900,0,1930,1990,98022,47.2008,-121.995,1150,5000,Low price
7786,305000.0,4,1,2200,8100,1,0,0,5,6,1400,800,1942,0,98168,47.4945,-122.303,1520,8100,Low price
7787,365000.0,2,1,960,223898,1,0,0,3,6,960,0,1985,0,98014,47.6668,-121.892,1830,230868,Low price
7788,325000.0,5,2,2130,6222,1,0,0,3,7,1300,830,1991,0,98118,47.5272,-122.276,2130,6222,Low price
7789,245000.0,4,1,2020,8800,1,0,0,4,8,2020,0,1969,0,98023,47.3202,-122.384,2320,8000,Low price
7790,182000.0,3,1,1060,7350,1,0,0,4,7,1060,0,1959,0,98032,47.3809,-122.287,1060,7350,Low price
7791,440000.0,2,1,1230,6600,1,0,0,3,7,1130,100,1906,0,98118,47.5573,-122.282,1260,5060,High price
7792,225000.0,3,2,2510,12013,2,0,0,3,8,2510,0,1988,0,98003,47.3473,-122.314,1870,8017,Low price
7793,358000.0,3,2,2510,12013,2,0,0,3,8,2510,0,1988,0,98003,47.3473,-122.314,1870,8017,Low price
7794,580000.0,5,2,2720,5000,1,0,0,4,7,1530,1190,1939,0,98117,47.6827,-122.376,1210,5000,Middle price
7795,240000.0,3,1,1070,8886,1,0,0,4,7,1070,0,1984,0,98030,47.3516,-122.166,1730,9461,Low price
7796,700000.0,4,3,3580,43093,1,0,0,4,8,3580,0,1990,0,98024,47.5595,-121.901,2070,43093,Middle price
7797,325000.0,4,2,2230,8500,2,0,0,3,8,2230,0,1994,0,98022,47.2082,-122.009,2270,8770,Low price
7798,488000.0,4,2,2500,10890,1,0,0,5,7,1800,700,1978,0,98034,47.7318,-122.239,2500,7467,High price
7799,875000.0,4,1,1670,4600,1,0,0,5,8,1670,0,1906,0,98103,47.6838,-122.332,1820,4600,High price
7800,615000.0,4,2,2150,9070,2,0,0,4,8,2150,0,1985,0,98052,47.7279,-122.107,2230,8995,Middle price
7801,321000.0,3,2,2020,4183,2,0,0,3,7,2020,0,2012,0,98038,47.3658,-122.017,2030,4140,Low price
7802,1035000.0,3,2,2230,5750,2,0,0,3,9,2230,0,2003,0,98033,47.6938,-122.213,1900,8238,High price
7803,299500.0,2,1,740,6300,1,0,0,3,6,740,0,1942,0,98126,47.5158,-122.376,740,6300,Low price
7804,459000.0,4,1,2020,9583,2,0,0,4,7,2020,0,1963,0,98034,47.7283,-122.238,1770,8625,High price
7805,435000.0,3,2,1730,4065,2,0,0,3,8,1730,0,1996,0,98029,47.5668,-122.005,1730,4094,High price
7806,222000.0,3,1,1370,8280,1,0,0,4,7,1370,0,1980,0,98031,47.4096,-122.172,1850,7820,Low price
7807,485000.0,4,1,1210,6380,1,0,0,3,7,1210,0,1936,0,98115,47.6924,-122.321,1340,6380,High price
7808,750000.0,5,3,2160,2323,3,0,0,3,9,2160,0,2007,0,98107,47.6726,-122.39,1750,4650,Middle price
7809,266000.0,3,2,1550,6022,2,0,0,3,8,1550,0,1989,0,98003,47.3525,-122.304,1650,5627,Low price
7810,455000.0,2,1,1170,6000,1,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,High price
7811,490000.0,3,1,2020,215622,2,0,0,4,7,2020,0,1975,0,98070,47.4189,-122.499,1810,215622,High price
7812,280000.0,3,1,1740,8625,1,0,0,4,7,1240,500,1978,0,98023,47.3054,-122.38,1980,8625,Low price
7813,1450000.0,4,3,3100,3900,2,0,2,5,9,2090,1010,1923,0,98109,47.6385,-122.348,2110,3900,High price
7814,291000.0,4,1,1590,24330,1,0,0,3,6,1140,450,1942,0,98168,47.4906,-122.309,1000,16228,Low price
7815,745000.0,5,3,2400,10126,2,0,3,3,8,2400,0,1981,0,98126,47.5726,-122.373,2250,3946,Middle price
7816,685900.0,3,2,2290,9142,1,0,0,3,8,2290,0,1972,0,98117,47.691,-122.387,1770,8035,Middle price
7817,160000.0,3,1,1610,7392,1,0,0,4,7,1610,0,1964,0,98001,47.3413,-122.28,1450,7392,Low price
7818,650000.0,4,2,2240,9934,1,0,0,4,8,1490,750,1968,0,98005,47.6147,-122.166,2640,11622,Middle price
7819,250000.0,2,1,850,6370,1,0,0,3,6,850,0,1951,0,98126,47.5198,-122.373,850,5170,Low price
7820,265000.0,2,1,920,1458,2,0,0,3,7,920,0,1995,0,98133,47.7081,-122.342,1110,1598,Low price
7821,599000.0,5,3,2590,6180,1,0,0,3,7,1330,1260,1960,0,98118,47.551,-122.272,1560,6180,Middle price
7822,199950.0,3,1,1340,7260,1,0,0,3,6,1340,0,1944,0,98178,47.4934,-122.237,1210,7260,Low price
7823,712500.0,4,2,2420,11201,1,0,1,3,8,1420,1000,1948,1999,98118,47.5459,-122.265,3170,9385,Middle price
7824,490000.0,2,1,1420,4305,1,0,0,4,7,920,500,1941,0,98115,47.6864,-122.311,1420,4305,High price
7825,511500.0,4,1,1360,6000,1,0,0,3,7,1360,0,1917,0,98115,47.6854,-122.288,1710,6000,Middle price
7826,299000.0,3,1,1510,6200,1,0,0,3,6,1010,500,1955,0,98118,47.5293,-122.274,1710,8623,Low price
7827,685000.0,4,2,2650,25248,1,0,2,3,9,2330,320,1954,0,98177,47.7537,-122.373,3020,23135,Middle price
7828,597000.0,4,2,2120,4000,1,0,0,4,7,1720,400,1927,0,98117,47.688,-122.383,1760,4000,Middle price
7829,210000.0,3,1,1200,7200,1,0,0,3,6,1200,0,1977,0,98030,47.3746,-122.183,1200,7420,Low price
7830,659000.0,4,2,3190,11375,1,0,0,5,8,2210,980,1946,0,98125,47.704,-122.3,1100,8500,Middle price
7831,540000.0,3,1,1050,4160,1,0,0,4,7,1050,0,1925,0,98115,47.6756,-122.3,1580,3680,Middle price
7832,469000.0,3,2,1300,22605,1,0,0,3,7,1300,0,1998,0,98056,47.5337,-122.187,2250,10215,High price
7833,1065000.0,3,2,3970,263538,1,0,0,3,9,3970,0,1991,0,98024,47.6067,-121.952,3970,194676,High price
7834,575000.0,5,2,2990,7500,1,0,2,3,9,1800,1190,1972,0,98177,47.7707,-122.369,2800,9860,Middle price
7835,725000.0,4,2,2440,7042,1,0,2,4,7,1640,800,1941,0,98116,47.5731,-122.408,2170,7900,Middle price
7836,299950.0,4,1,1170,5400,1,0,0,5,6,1170,0,1953,0,98056,47.492,-122.172,1100,5400,Low price
7837,375000.0,4,2,2270,18450,1,0,0,3,7,2270,0,1961,0,98001,47.3264,-122.262,2150,18450,Low price
7838,342450.0,3,1,1280,5525,1,0,0,3,7,1280,0,1962,0,98133,47.7339,-122.336,1330,5286,Low price
7839,315000.0,4,2,1950,3225,2,0,0,3,7,1950,0,2002,0,98178,47.5014,-122.226,1980,3225,Low price
7840,328000.0,4,2,1930,3840,1,0,0,3,7,1170,760,1997,0,98106,47.5303,-122.346,1610,3840,Low price
7841,323000.0,4,2,1970,7213,1,0,0,3,8,1170,800,1977,0,98058,47.4424,-122.126,1980,7045,Low price
7842,320000.0,4,3,1820,3120,1,0,0,3,7,1000,820,1997,0,98118,47.5468,-122.274,1600,5001,Low price
7843,550000.0,2,1,950,4080,1,0,0,4,7,950,0,1924,0,98117,47.6765,-122.384,1120,4080,Middle price
7844,1646000.0,6,3,4010,16200,1,0,0,3,8,2090,1920,1955,1990,98004,47.6322,-122.216,3560,16200,High price
7845,1212500.0,4,3,4560,16643,1,0,3,3,12,2230,2330,1995,0,98006,47.5521,-122.115,4060,15177,High price
7846,1200000.0,4,3,4560,16643,1,0,3,3,12,2230,2330,1995,0,98006,47.5521,-122.115,4060,15177,High price
7847,120000.0,3,1,1150,8924,1,0,0,3,6,1150,0,1943,0,98030,47.3865,-122.217,1492,8924,Low price
7848,175000.0,3,1,1150,8924,1,0,0,3,6,1150,0,1943,0,98030,47.3865,-122.217,1492,8924,Low price
7849,169900.0,3,1,910,5800,1,0,0,4,5,910,0,1900,0,98022,47.2068,-121.992,1400,6766,Low price
7850,508000.0,6,2,2890,7500,1,0,0,4,8,1830,1060,1976,0,98034,47.7099,-122.23,1880,7500,Middle price
7851,335000.0,2,1,1070,6678,1,0,0,4,7,1070,0,1951,0,98133,47.7315,-122.357,1680,7788,Low price
7852,613200.0,3,2,2050,3320,1,0,0,4,7,1580,470,1927,0,98105,47.6719,-122.301,1760,4150,Middle price
7853,420000.0,2,1,1040,3500,1,0,0,4,6,1040,0,1904,0,98144,47.588,-122.304,1340,1213,High price
7854,1000000.0,4,3,3320,8587,3,0,0,3,11,2950,370,2008,0,98103,47.691,-122.337,1860,5668,High price
7855,342000.0,2,1,740,6180,1,0,0,3,6,740,0,1948,0,98118,47.5517,-122.272,1330,4635,Low price
7856,850000.0,4,2,3380,90968,1,0,0,4,9,1690,1690,1979,0,98075,47.5936,-122.077,3380,42740,High price
7857,582000.0,2,1,1210,4141,1,0,0,4,7,910,300,1942,0,98117,47.686,-122.382,1310,4141,Middle price
7858,475000.0,3,2,2480,6031,2,0,0,3,8,2480,0,2001,0,98155,47.772,-122.297,1850,7704,High price
7859,570000.0,3,2,2010,6000,1,0,0,3,8,1330,680,1975,0,98052,47.6912,-122.115,2080,8260,Middle price
7860,826600.0,4,3,3230,5000,1,0,0,4,7,1750,1480,1916,0,98105,47.6702,-122.3,1730,4000,High price
7861,387000.0,2,2,1170,1394,2,0,0,3,8,1170,0,2001,0,98122,47.6131,-122.297,1250,3136,Low price
7862,330000.0,3,1,1250,9126,1,0,0,3,7,1250,0,1969,0,98077,47.7554,-122.076,1440,10620,Low price
7863,653450.0,3,2,2070,49658,1,0,0,4,8,1540,530,1980,0,98075,47.5936,-122.013,2620,35160,Middle price
7864,285000.0,2,1,1050,3088,1,0,0,3,7,1050,0,2005,0,98029,47.5471,-121.996,1890,2772,Low price
7865,217000.0,3,1,1400,7800,1,0,0,3,7,1400,0,1962,0,98059,47.4789,-122.159,1400,7800,Low price
7866,615000.0,3,1,1120,12500,1,0,0,4,7,1120,0,1977,0,98033,47.6842,-122.2,2380,10000,Middle price
7867,580135.0,4,2,3150,5886,2,0,0,3,8,3150,0,2014,0,98059,47.4787,-122.122,2650,5886,Middle price
7868,1150000.0,4,3,4540,19767,2,0,0,3,11,4200,340,1998,0,98006,47.5445,-122.137,3990,12881,High price
7869,231200.0,3,2,1400,8821,1,0,0,3,7,1400,0,1991,0,98022,47.1949,-121.989,1450,8721,Low price
7870,680000.0,4,2,2500,4950,2,0,0,3,8,2500,0,2010,0,98053,47.6964,-122.017,2500,4950,Middle price
7871,267500.0,3,1,1390,2153,2,0,0,3,7,1390,0,2001,0,98118,47.5506,-122.29,1100,2617,Low price
7872,942000.0,4,2,3160,37200,2,0,3,3,8,2310,850,1939,0,98125,47.7214,-122.285,3130,20000,High price
7873,435000.0,3,1,1310,8065,1,0,0,4,6,1310,0,1948,0,98117,47.701,-122.368,1420,8100,High price
7874,315000.0,2,1,1740,3622,1,0,0,4,7,950,790,1924,0,98118,47.5541,-122.29,1270,3800,Low price
7875,354901.0,3,2,1490,1709,3,0,0,3,8,1490,0,2004,0,98125,47.7173,-122.299,1364,1709,Low price
7876,439888.0,2,2,1300,6515,1,0,0,3,8,1300,0,2005,0,98053,47.7078,-122.013,1640,6009,High price
7877,360000.0,4,1,1460,3840,1,0,0,3,8,1340,120,1928,0,98106,47.533,-122.347,990,4200,Low price
7878,205000.0,4,1,1030,6621,1,0,0,4,6,1030,0,1955,0,98055,47.4857,-122.221,1420,6631,Low price
7879,299995.0,3,2,1970,7500,2,0,0,3,8,1970,0,1988,0,98092,47.2658,-122.218,1950,8220,Low price
7880,150000.0,2,1,790,7275,1,0,0,4,6,790,0,1944,0,98058,47.4771,-122.174,850,7399,Low price
7881,575000.0,3,2,3800,33825,1,0,0,4,10,3330,470,1976,0,98042,47.3797,-122.152,3470,14484,Middle price
7882,625000.0,3,2,2168,12616,2,0,1,4,7,2168,0,1950,0,98146,47.4933,-122.367,2168,9750,Middle price
7883,950000.0,4,3,4140,13392,2,0,0,3,11,4140,0,2000,0,98059,47.5261,-122.144,4140,11529,High price
7884,278800.0,4,2,2440,7797,1,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100,Low price
7885,713500.0,3,2,1720,4200,2,0,0,3,8,1720,0,1908,1992,98112,47.6285,-122.301,1720,4200,Middle price
7886,1900000.0,4,2,3020,11489,1,1,3,5,10,2110,910,1916,1988,98040,47.5395,-122.21,3890,11489,High price
7887,439000.0,5,2,2610,5009,1,0,0,3,7,1710,900,1988,0,98117,47.6969,-122.366,1600,5040,High price
7888,425000.0,3,2,1500,8086,1,0,0,3,7,1060,440,1981,0,98027,47.5584,-122.081,1550,8086,High price
7889,252500.0,4,2,2600,11280,1,0,0,3,7,1570,1030,1961,0,98003,47.336,-122.304,1660,11200,Low price
7890,185000.0,3,1,1370,8470,1,0,0,4,7,1370,0,1961,0,98092,47.2874,-122.192,1710,8800,Low price
7891,406550.0,5,2,2400,15781,1,0,0,4,7,1200,1200,1974,0,98074,47.622,-122.059,2390,7500,High price
7892,243000.0,2,1,1068,1758,2,0,0,3,7,1068,0,1990,0,98028,47.7527,-122.244,1078,1315,Low price
7893,500000.0,3,1,2220,8994,1,0,0,4,8,1110,1110,1962,0,98006,47.5473,-122.172,2220,8994,Middle price
7894,204750.0,2,1,880,7575,1,0,0,4,7,880,0,1942,0,98198,47.3757,-122.304,1800,7575,Low price
7895,222000.0,3,1,1310,9273,1,0,0,4,7,1310,0,1968,0,98042,47.3683,-122.147,1710,9600,Low price
7896,200000.0,4,1,1350,11507,1,0,0,3,7,1350,0,1966,0,98055,47.4269,-122.197,1320,25675,Low price
7897,367000.0,3,2,1400,1320,3,0,2,3,8,1400,0,2006,0,98133,47.7147,-122.356,1490,1449,Low price
7898,183000.0,3,1,1170,7320,1,0,0,3,7,1170,0,1962,0,98188,47.4685,-122.282,2040,7320,Low price
7899,300000.0,3,2,1020,1570,2,0,0,3,7,720,300,2004,0,98144,47.5871,-122.317,1470,1249,Low price
7900,369000.0,3,1,1300,3844,1,0,0,3,7,1300,0,1985,0,98133,47.7024,-122.355,1290,3844,Low price
7901,380000.0,3,2,2010,16736,2,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,Low price
7902,463000.0,3,2,1590,5009,2,0,0,4,6,1590,0,1985,0,98125,47.7012,-122.322,1730,6380,High price
7903,475000.0,3,1,1470,9750,1,0,0,3,7,1470,0,1963,0,98034,47.7155,-122.194,1300,9750,High price
7904,225000.0,3,1,1580,14400,1,0,0,4,7,1580,0,1981,0,98001,47.2598,-122.281,1480,9600,Low price
7905,371000.0,3,1,1970,9512,1,0,0,3,8,1970,0,1968,0,98058,47.4545,-122.146,2250,10573,Low price
7906,625000.0,3,2,2330,3141,2,0,0,3,8,2330,0,2003,0,98116,47.5622,-122.392,1980,5265,Middle price
7907,3200000.0,6,5,7100,18200,2,0,0,3,13,5240,1860,1933,2002,98199,47.6427,-122.408,3130,6477,High price
7908,329000.0,3,1,1230,10725,1,0,0,3,7,1230,0,1980,0,98045,47.4431,-121.772,1250,10170,Low price
7909,634000.0,3,1,2570,13000,2,0,0,4,7,2570,0,1962,0,98177,47.7705,-122.371,2570,8521,Middle price
7910,616000.0,4,2,3440,6915,2,0,0,3,10,3440,0,2006,0,98038,47.3538,-122.004,3200,6915,Middle price
7911,1824100.0,3,2,3330,20053,2,0,0,3,9,3330,0,1968,1998,98004,47.6395,-122.214,2870,20053,High price
7912,435000.0,4,2,1780,2684,2,0,0,3,7,1780,0,2002,0,98072,47.7642,-122.149,1670,2426,High price
7913,320000.0,4,2,2110,6295,2,0,0,3,8,2110,0,2000,0,98030,47.3641,-122.193,2720,6311,Low price
7914,820000.0,4,3,2770,8049,2,0,0,3,9,2770,0,2002,0,98074,47.6469,-122.081,3410,7447,High price
7915,310000.0,3,2,1590,3359,2,0,0,3,7,1590,0,2000,0,98019,47.7349,-121.986,1820,3383,Low price
7916,443750.0,3,2,1460,968,2,0,0,3,7,1140,320,2003,0,98199,47.6601,-122.4,1460,1531,High price
7917,795000.0,4,2,2070,13084,1,0,0,4,8,1700,370,1967,0,98040,47.5606,-122.222,2520,10180,Middle price
7918,475000.0,3,2,2420,36862,1,0,0,4,8,1530,890,1957,0,98003,47.3264,-122.308,1670,9046,High price
7919,585000.0,5,1,2000,3750,2,0,0,4,7,2000,0,1921,0,98103,47.6618,-122.355,1520,3750,Middle price
7920,315000.0,2,1,1010,7338,2,0,0,4,7,1010,0,1981,0,98056,47.5123,-122.19,1220,7719,Low price
7921,635000.0,4,2,3050,7238,2,0,0,3,8,3050,0,1989,0,98029,47.5772,-122.013,2580,7228,Middle price
7922,305000.0,3,1,1160,11776,1,0,0,3,7,1160,0,1968,0,98077,47.7427,-122.074,1160,10050,Low price
7923,785000.0,3,2,2180,5440,1,0,0,5,7,1100,1080,1904,0,98103,47.657,-122.345,1470,4109,Middle price
7924,525000.0,3,1,1560,6000,1,0,0,3,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,Middle price
7925,537000.0,4,1,1580,3635,1,0,0,4,7,790,790,1910,0,98117,47.6795,-122.371,1190,3638,Middle price
7926,279950.0,3,1,1660,8303,1,0,0,3,7,1380,280,1974,0,98058,47.4366,-122.171,1740,8320,Low price
7927,659000.0,4,2,2350,9329,2,0,0,3,8,2350,0,1977,0,98005,47.583,-122.17,1640,9403,Middle price
7928,203000.0,2,1,1440,6650,1,0,0,3,7,970,470,1980,0,98023,47.2896,-122.369,1600,6847,Low price
7929,782500.0,4,2,2930,7806,2,0,0,3,9,2930,0,2005,0,98074,47.6219,-122.024,2600,6051,Middle price
7930,250000.0,3,1,1590,7560,1,0,0,3,7,1130,460,1984,0,98031,47.4016,-122.18,1500,7560,Low price
7931,279000.0,3,1,1400,9450,1,0,0,4,7,1060,340,1955,0,98056,47.5051,-122.194,1400,8108,Low price
7932,664000.0,6,2,3190,12196,2,0,0,4,8,3190,0,1979,0,98052,47.6309,-122.103,2790,13068,Middle price
7933,2900000.0,4,3,4580,4838,2,0,3,4,11,3080,1500,1991,0,98109,47.6305,-122.354,3540,6483,High price
7934,378500.0,4,2,1830,6000,1,0,0,5,7,1070,760,1953,0,98118,47.5453,-122.279,1830,5500,Low price
7935,535000.0,3,1,2720,149410,1,0,0,3,9,2720,0,1988,0,98014,47.7092,-121.892,2560,149410,Middle price
7936,520000.0,2,1,1360,22508,1,0,0,3,7,1360,0,1932,0,98034,47.7101,-122.226,2830,12600,Middle price
7937,369950.0,3,2,1520,4000,1,0,0,5,6,800,720,1943,0,98106,47.531,-122.351,1430,4000,Low price
7938,545000.0,3,2,2290,14585,2,0,0,3,8,2290,0,1981,0,98075,47.5874,-122.074,1660,36961,Middle price
7939,360000.0,3,2,2150,14092,2,0,0,3,8,2150,0,1991,0,98058,47.4621,-122.129,2400,10699,Low price
7940,760000.0,3,1,1170,7645,1,0,0,4,7,1170,0,1955,0,98004,47.6077,-122.194,1870,7678,Middle price
7941,450000.0,3,1,1830,5488,1,0,2,4,7,1010,820,1939,0,98115,47.6914,-122.309,1200,5488,High price
7942,612500.0,4,2,2730,12261,2,0,0,3,9,2730,0,1991,0,98011,47.7419,-122.205,2730,10872,Middle price
7943,280000.0,3,1,1090,10710,1,0,0,4,7,1090,0,1962,0,98056,47.5,-122.169,1090,10440,Low price
7944,750000.0,3,2,2560,9182,2,0,0,3,9,2560,0,1993,0,98027,47.5361,-122.051,2800,8784,Middle price
7945,237000.0,3,1,1160,6132,1,0,0,4,7,1160,0,1958,0,98056,47.5015,-122.173,1280,6132,Low price
7946,441500.0,2,1,1010,4000,1,0,0,5,7,1010,0,1919,0,98105,47.6665,-122.287,1470,4000,High price
7947,251000.0,3,2,1650,7930,1,0,0,4,7,1650,0,1989,0,98038,47.3617,-122.05,1510,7930,Low price
7948,200000.0,3,1,2120,31564,1,0,0,3,7,1220,900,1942,0,98168,47.4938,-122.298,1790,11571,Low price
7949,332000.0,1,1,960,2640,1,0,0,3,7,760,200,1908,0,98112,47.6223,-122.294,1620,3759,Low price
7950,401500.0,3,2,1509,1114,3,0,0,3,8,1509,0,2014,0,98133,47.7048,-122.34,1509,2431,High price
7951,585000.0,4,1,2270,27122,1,0,0,5,8,1300,970,1957,0,98155,47.7637,-122.281,2380,11822,Middle price
7952,340000.0,4,2,1954,4805,2,0,0,3,8,1954,0,2005,0,98055,47.4297,-122.19,1714,3259,Low price
7953,920000.0,3,3,2800,7694,1,0,0,3,9,2800,0,2005,0,98053,47.7095,-122.022,2420,7694,High price
7954,153000.0,3,1,1270,6405,1,0,0,3,6,1270,0,1944,0,98178,47.4959,-122.241,1110,6405,Low price
7955,299950.0,4,2,1810,7601,1,0,0,3,7,1080,730,1986,0,98023,47.2857,-122.358,1570,7601,Low price
7956,440000.0,4,2,2410,7517,2,0,0,3,8,2410,0,1983,0,98058,47.4388,-122.142,2420,8095,High price
7957,293000.0,3,2,1690,17383,2,0,0,3,7,1690,0,2003,0,98038,47.3691,-122.031,2610,7999,Low price
7958,203000.0,3,1,1190,6000,1,0,0,3,7,1190,0,1952,2015,98178,47.5026,-122.236,1200,6000,Low price
7959,193000.0,2,1,1280,6774,1,0,0,3,7,1280,0,1991,0,98002,47.2925,-122.219,1450,7810,Low price
7960,305000.0,3,1,1460,7862,1,0,0,3,7,1460,0,1965,0,98155,47.7755,-122.299,2200,9293,Low price
7961,495000.0,4,1,1600,6380,1,0,0,3,8,1130,470,1959,0,98125,47.701,-122.306,1090,6380,High price
7962,420000.0,3,1,1770,6000,1,0,0,3,7,1130,640,1952,0,98125,47.7135,-122.315,1900,7200,High price
7963,569500.0,4,2,2800,8190,1,0,0,3,8,1700,1100,1971,0,98177,47.7695,-122.368,2460,8165,Middle price
7964,620000.0,4,2,2680,9185,2,0,0,3,9,2680,0,1989,0,98029,47.5738,-121.992,2810,8505,Middle price
7965,466000.0,3,1,1680,9460,1,0,0,4,7,1680,0,1959,0,98006,47.5525,-122.182,1690,9448,High price
7966,355500.0,3,1,1120,10032,1,0,0,3,7,1120,0,1962,0,98034,47.7182,-122.194,1210,9918,Low price
7967,687500.0,2,1,1040,7200,1,0,0,4,6,1040,0,1955,0,98033,47.6823,-122.203,1640,7200,Middle price
7968,432100.0,3,2,1790,2240,2,0,0,4,8,1790,0,1975,0,98052,47.6343,-122.106,1780,2560,High price
7969,500000.0,3,2,2410,34848,1,0,0,3,8,2410,0,1976,0,98006,47.5694,-122.12,2420,16424,Middle price
7970,690000.0,5,3,3370,7313,2,0,0,4,8,2140,1230,1988,0,98029,47.5632,-122.015,2990,7806,Middle price
7971,350000.0,2,1,800,5150,1,0,0,4,6,800,0,1949,0,98118,47.5525,-122.274,1280,5150,Low price
7972,268000.0,2,1,1380,5000,1,0,0,3,7,870,510,1943,0,98108,47.5339,-122.293,1450,5000,Low price
7973,120000.0,2,1,990,39964,1,0,0,2,4,990,0,1945,0,98042,47.3577,-122.085,1560,8990,Low price
7974,285000.0,4,2,1800,9229,2,0,0,3,7,1800,0,1994,0,98022,47.1927,-122.015,1970,9231,Low price
7975,365000.0,4,1,1820,12327,1,0,0,4,7,1380,440,1955,0,98006,47.5767,-122.144,1450,9256,Low price
7976,635000.0,3,2,2620,6842,2,0,0,3,7,2620,0,2002,0,98053,47.6846,-122.037,2280,4800,Middle price
7977,630000.0,2,2,2290,3507,2,0,0,3,9,2290,0,2005,0,98029,47.5545,-122.002,2290,3640,Middle price
7978,450000.0,4,3,2200,4466,2,0,0,3,7,2200,0,1968,0,98103,47.7005,-122.339,1780,2250,High price
7979,590000.0,4,2,2940,12600,1,0,0,4,8,1850,1090,1974,0,98074,47.6294,-122.062,2030,11770,Middle price
7980,895000.0,2,1,1700,3618,1,0,1,3,8,1260,440,1950,0,98199,47.6336,-122.397,2200,5000,High price
7981,160000.0,3,1,860,11900,1,0,0,4,6,860,0,1963,0,98030,47.3574,-122.186,1660,10248,Low price
7982,520000.0,2,1,910,5000,1,0,0,3,7,910,0,1924,0,98107,47.6733,-122.37,1050,5000,Middle price
7983,432000.0,4,3,2820,13059,2,0,0,4,8,2820,0,1976,0,98058,47.4508,-122.132,2360,8600,High price
7984,141800.0,2,1,930,4743,1,0,0,4,5,930,0,1942,0,98056,47.4966,-122.187,930,4779,Low price
7985,980000.0,4,2,2190,4560,2,0,0,5,8,2190,0,1910,0,98103,47.662,-122.329,2190,4560,High price
7986,1290000.0,4,2,3430,7200,2,0,0,3,9,3430,0,2014,0,98033,47.6842,-122.196,1530,7800,High price
7987,740000.0,4,2,2560,6900,1,0,0,3,8,1480,1080,1959,0,98115,47.686,-122.297,2600,7200,Middle price
7988,230000.0,2,1,770,6450,1,0,0,4,6,770,0,1948,0,98106,47.531,-122.358,780,6063,Low price
7989,3400000.0,3,4,5230,17826,2,1,4,3,10,3740,1490,2005,0,98040,47.5348,-122.243,3670,17826,High price
7990,954500.0,3,2,2440,9689,1,0,2,4,8,1830,610,1974,0,98008,47.6141,-122.111,2730,9689,High price
7991,622000.0,3,1,1650,3150,1,0,0,4,8,1650,0,1929,0,98122,47.6156,-122.297,1650,4500,Middle price
7992,90000.0,1,1,780,4000,1,0,0,3,5,780,0,1905,0,98108,47.5424,-122.321,1150,4000,Low price
7993,342000.0,3,3,1260,1634,3,0,0,3,8,1260,0,1998,0,98103,47.697,-122.349,1260,1135,Low price
7994,305000.0,4,2,2320,4683,2,0,0,3,7,2320,0,2007,0,98042,47.3349,-122.059,2230,5750,Low price
7995,259900.0,4,2,1560,8820,1,0,3,3,7,1060,500,1979,0,98001,47.3382,-122.257,2140,7800,Low price
7996,420000.0,3,2,2330,6346,1,0,0,3,6,1600,730,1934,2014,98146,47.5135,-122.38,1380,8400,High price
7997,250000.0,2,1,1400,19570,1,0,0,3,6,1100,300,1929,0,98168,47.4724,-122.271,2250,6500,Low price
7998,249950.0,3,1,1450,6875,1,0,0,4,7,1450,0,1961,0,98198,47.4205,-122.316,1270,8000,Low price
7999,199000.0,2,1,1140,15120,1,0,0,4,6,990,150,1932,0,98055,47.4521,-122.196,2320,11250,Low price
8000,355200.0,3,1,1120,7320,1,0,0,4,7,1120,0,1954,0,98146,47.5103,-122.382,1410,6328,Low price
8001,425000.0,3,1,1970,13709,1,0,0,4,7,1680,290,1955,0,98155,47.7562,-122.277,2200,16536,High price
8002,379500.0,3,1,1110,7128,1,0,0,3,7,1110,0,1980,0,98052,47.6968,-122.124,1510,7107,Low price
8003,860000.0,4,2,3070,6923,2,0,0,3,9,3070,0,2009,0,98033,47.669,-122.172,2190,9218,High price
